Oklahoma City Thunder,Philadelphia 76ers,-2500,+1247
Boston Celtics,Utah Jazz,-120,+102
Brooklyn Nets,Charlotte Hornets,-227,+191
Toronto Raptors,Cleveland Cavaliers,+175,-208
Indiana Pacers,New York Knicks,-1429,+915
Orlando Magic,Phoenix Suns,+156,-179
Denver Nuggets,Milwaukee Bucks,+192,-227
Chicago Bulls,Washington Wizards,+102,-119
Memphis Grizzlies,Utah Jazz,-312,+262
Atlanta Hawks,Houston Rockets,-417,+330
Charlotte Hornets,Los Angeles Lakers,-435,+341
Cleveland Cavaliers,Boston Celtics,-769,+569
New York Knicks,Sacramento Kings,+163,-189
Dallas Mavericks,New Orleans Pelicans,-370,+296
Minnesota Timberwolves,Los Angeles Clippers,+219,-256
Brooklyn Nets,Golden State Warriors,+199,-238
Miami Heat,Phoenix Suns,-128,+110
Philadelphia 76ers,Toronto Raptors,+394,-500
Denver Nuggets,New Orleans Pelicans,+161,-185
Los Angeles Lakers,Oklahoma City Thunder,+150,-172
Boston Celtics,Golden State Warriors,+330,-417
Indiana Pacers,Philadelphia 76ers,-769,+557
Orlando Magic,Charlotte Hornets,+102,-119
Sacramento Kings,Portland Trail Blazers,+304,-370
Houston Rockets,Cleveland Cavaliers,-106,-109
Chicago Bulls,Los Angeles Clippers,+112,-130
Phoenix Suns,San Antonio Spurs,-133,+114
Utah Jazz,Milwaukee Bucks,-167,+144
Dallas Mavericks,Brooklyn Nets,-370,+303
Minnesota Timberwolves,Memphis Grizzlies,+200,-238
Miami Heat,Atlanta Hawks,+120,-139
New York Knicks,Toronto Raptors,+498,-667
Washington Wizards,Detroit Pistons,-196,+169
Los Angeles Lakers,Milwaukee Bucks,+221,-263
Portland Trail Blazers,Oklahoma City Thunder,-244,+204
Sacramento Kings,San Antonio Spurs,+396,-500
Denver Nuggets,Utah Jazz,+163,-189
Memphis Grizzlies,Los Angeles Clippers,-200,+170
New Orleans Pelicans,Miami Heat,+110,-130
Chicago Bulls,Minnesota Timberwolves,-213,+179
Houston Rockets,Brooklyn Nets,-357,+292
Atlanta Hawks,Orlando Magic,-769,+539
Boston Celtics,Charlotte Hornets,-125,+106
Detroit Pistons,New York Knicks,-1429,+876
Toronto Raptors,Golden State Warriors,+112,-130
Indiana Pacers,Cleveland Cavaliers,-135,+117
Philadelphia 76ers,Washington Wizards,+286,-345
Phoenix Suns,Oklahoma City Thunder,+181,-213
Cleveland Cavaliers,Golden State Warriors,-152,+131
Portland Trail Blazers,San Antonio Spurs,-143,+123
Sacramento Kings,Memphis Grizzlies,+241,-286
Denver Nuggets,Phoenix Suns,+204,-244
Utah Jazz,Los Angeles Lakers,-526,+409
Chicago Bulls,Charlotte Hornets,-312,+259
Houston Rockets,Los Angeles Clippers,-159,+138
Milwaukee Bucks,Philadelphia 76ers,-625,+471
Minnesota Timberwolves,Washington Wizards,-139,+119
New Orleans Pelicans,Brooklyn Nets,+123,-143
Atlanta Hawks,Dallas Mavericks,-455,+354
Boston Celtics,New York Knicks,-714,+514
Orlando Magic,Miami Heat,+145,-167
Dallas Mavericks,Toronto Raptors,-189,+163
Oklahoma City Thunder,Indiana Pacers,-333,+272
Detroit Pistons,Cleveland Cavaliers,+242,-294
Washington Wizards,Golden State Warriors,+236,-286
Los Angeles Clippers,Memphis Grizzlies,-161,+140
Denver Nuggets,Brooklyn Nets,+117,-135
Phoenix Suns,Boston Celtics,-370,+296
Utah Jazz,San Antonio Spurs,+199,-238
Chicago Bulls,Milwaukee Bucks,-303,+252
Houston Rockets,Minnesota Timberwolves,-385,+313
New Orleans Pelicans,Toronto Raptors,+268,-323
Miami Heat,Philadelphia 76ers,-769,+562
Los Angeles Lakers,Boston Celtics,+135,-156
Portland Trail Blazers,Memphis Grizzlies,-120,+102
Dallas Mavericks,Charlotte Hornets,-526,+405
Oklahoma City Thunder,Denver Nuggets,-417,+338
Indiana Pacers,Golden State Warriors,+152,-175
Orlando Magic,Philadelphia 76ers,-435,+344
Detroit Pistons,Washington Wizards,+116,-135
Milwaukee Bucks,Atlanta Hawks,+179,-213
New York Knicks,Cleveland Cavaliers,+1669,-3333
Los Angeles Clippers,Sacramento Kings,-588,+432
Chicago Bulls,Phoenix Suns,-385,+308
Houston Rockets,Toronto Raptors,-132,+114
Miami Heat,New Orleans Pelicans,-135,+116
Charlotte Hornets,Oklahoma City Thunder,+159,-185
Golden State Warriors,San Antonio Spurs,-357,+288
Los Angeles Lakers,Brooklyn Nets,+133,-154
Sacramento Kings,Boston Celtics,-169,+147
Utah Jazz,Portland Trail Blazers,+168,-196
Dallas Mavericks,Houston Rockets,-139,+120
Milwaukee Bucks,Denver Nuggets,-400,+318
Minnesota Timberwolves,Phoenix Suns,-125,+106
Washington Wizards,Cleveland Cavaliers,+136,-156
Atlanta Hawks,Toronto Raptors,-227,+190
Detroit Pistons,Chicago Bulls,+213,-250
New York Knicks,Miami Heat,+260,-312
Orlando Magic,New Orleans Pelicans,+198,-233
